USPS,GEO_ID,NAME,LAT,LON
AL,100190171,Autaugaville CCD,32.457413,-86.729003
AL,100190315,Billingsley CCD,32.606138,-86.748985
AL,100192106,Marbury CCD,32.639324,-86.526071
AL,100192628,Prattville CCD,32.479786,-86.506496
AL,100390207,Bay Minette CCD,30.809659,-87.706187
AL,100390846,Daphne CCD,30.667431,-87.906222
AL,100390963,Elberta CCD,30.406946,-87.518884
AL,100391053,Fairhope CCD,30.466855,-87.912303
AL,100391152,Foley CCD,30.3586,-87.831463
AL,100392754,Robertsdale CCD,30.556714,-87.643188
AL,100393024,Stockton CCD,31.110476,-87.786871
AL,100393042,Summerdale CCD,30.489699,-87.67673
AL,100590189,Bakerhill CCD,31.763418,-85.271865
AL,100590630,Clayton CCD,31.922275,-85.449831
AL,100590648,Clio CCD,31.679443,-85.55772
AL,100591017,Eufaula CCD,32.000976,-85.243602
AL,100591989,Louisville CCD,31.790893,-85.567051
AL,100790531,Centreville-Brent CCD,32.931869,-87.14378
AL,100792601,Piper-Coleanor CCD,33.065223,-86.996632
AL,100793438,West Blocton CCD,33.120326,-87.136978
AL,100990333,Blountsville CCD,34.033624,-86.637318
AL,100990414,Brooksville CCD,34.166034,-86.497174
AL,100990612,Clarence CCD,34.076531,-86.390499
AL,100990639,Cleveland CCD,33.997435,-86.544238
AL,100991557,Hayden CCD,33.896247,-86.812872
AL,100991953,Locust Fork CCD,33.840429,-86.635412
AL,100992439,Oneonta CCD,33.904424,-86.460343
AL,101191098,Fitzpatrick CCD,32.167144,-85.904292
AL,101191701,Inverness CCD,31.97759,-85.750892
AL,101192133,Midway CCD,32.115727,-85.526734
AL,101193249,Union Springs CCD,32.156702,-85.701532
AL,101390540,Chapman CCD,31.716324,-86.753322
AL,101391170,Forest Home CCD,31.861798,-86.760811
AL,101391314,Georgiana-McKenzie CCD,31.592237,-86.70981
AL,101391422,Greenville CCD,31.812161,-86.554773
AL,101590066,Alexandria-Webster Chapel CCD,33.846742,-85.891331
AL,101590099,Anniston CCD,33.671051,-85.876956
AL,101590585,Choccolocco CCD,33.738267,-85.681293
AL,101591746,Jacksonville CCD,33.868108,-85.763933
AL,101592430,Ohatchee CCD,33.768761,-86.037236
AL,101592556,Piedmont CCD,33.916941,-85.639599
AL,101791107,Five Points CCD,33.037753,-85.332886
AL,101791818,La Fayette CCD,32.893523,-85.444009
AL,101791827,Lanett CCD,32.889494,-85.26375
AL,101792169,Milltown CCD,33.04344,-85.51457
AL,101793272,Valley CCD,32.78641,-85.244134
AL,101793393,Waverly CCD,32.784893,-85.506282
AL,101990513,Cedar Bluff-Gaylesville CCD,34.305264,-85.554226
AL,101990522,Centre CCD,34.069515,-85.654242
AL,101991854,Leesburg CCD,34.199154,-85.757837
AL,101992983,Spring Garden CCD,34.086172,-85.506889
AL,102190603,Clanton CCD,32.852272,-86.60143
AL,102191710,Isabella-Pletcher CCD,32.77273,-86.736381
AL,102191764,Jemison CCD,32.975998,-86.783081
AL,102192097,Maplesville CCD,32.768987,-86.895464
AL,102192178,Mineral Springs CCD,32.97092,-86.606179
AL,102193285,Verbena CCD,32.75929,-86.525923
AL,102390441,Butler CCD,32.065501,-88.212752
AL,102391332,Gilbertown-Toxey CCD,31.940313,-88.34451
AL,102391908,Lisman CCD,32.274176,-88.215041
AL,102392925,Silas CCD,31.759107,-88.301664
AL,102590675,Coffeeville CCD,31.839165,-88.057935
AL,102591260,Fulton CCD,31.792901,-87.642515
AL,102591440,Grove Hill CCD,31.617017,-87.697977
AL,102591726,Jackson CCD,31.619137,-87.918732
AL,102593132,Thomasville CCD,31.88561,-87.835098
AL,102593362,Walker Springs CCD,31.39711,-87.81892
AL,102790126,Ashland CCD,33.218176,-85.786307
AL,102791899,Lineville CCD,33.387278,-85.769061
AL,102792142,Millerville-Hollins CCD,33.177532,-86.02161
AL,102991251,Fruithurst CCD,33.820759,-85.472323
AL,102991593,Heflin CCD,33.60759,-85.608638
AL,102992682,Ranburne CCD,33.572983,-85.396107
AL,103190954,Elba CCD,31.415484,-86.081449
AL,103190999,Enterprise CCD,31.35936,-85.8693
AL,103191341,Goodman CCD,31.25571,-86.028762
AL,103191719,Jack CCD,31.562947,-86.056315
AL,103191800,Kinston CCD,31.272191,-86.150624
AL,103193303,Victoria CCD,31.537584,-85.898401
AL,103390567,Cherokee CCD,34.722246,-88.012808
AL,103391863,Leighton CCD,34.699953,-87.522976
AL,103391926,Littleville CCD,34.651461,-87.788504
AL,103393186,Tri-Cities CCD,34.726581,-87.642741
AL,103590504,Castleberry CCD,31.341127,-87.038752
AL,103591044,Evergreen CCD,31.373364,-86.855205
AL,103592016,Lyeffion CCD,31.586955,-86.998313
AL,103592718,Repton CCD,31.356576,-87.242943
AL,103592916,Shreve CCD,31.431041,-86.74107
AL,103791350,Goodwater-Kellyton CCD,32.992929,-86.073879
AL,103792763,Rockford CCD,32.824115,-86.206549
AL,103793429,Weogufka-Marble Valley CCD,32.996338,-86.318281
AL,103990090,Andalusia CCD,31.33076,-86.527061
AL,103991062,Falco CCD,31.119584,-86.587383
AL,103991134,Florala CCD,31.054744,-86.353383
AL,103992448,Opp CCD,31.257962,-86.263729
AL,103992781,Rose Hill-Gantt CCD,31.442065,-86.399891
AL,104190360,Brantley CCD,31.559343,-86.322308
AL,104192007,Luverne CCD,31.725666,-86.315392
AL,104192529,Petrey-Highland Home CCD,31.915035,-86.301808
AL,104390180,Baileyton-Joppa CCD,34.261634,-86.568311
AL,104390369,Bremen CCD,33.973744,-86.967988
AL,104390774,Crane Hill CCD,34.056964,-87.055157
AL,104390810,Cullman CCD,34.157575,-86.844828
AL,104391521,Hanceville CCD,34.027674,-86.794844
AL,104391647,Holly Pond CCD,34.156036,-86.636989
AL,104391773,Jones Chapel CCD,34.216179,-87.070728
AL,104391962,Logan CCD,34.158921,-86.957173
AL,104392934,Simcoe CCD,34.236831,-86.730183
AL,104393330,Vinemont CCD,34.278599,-86.8829
AL,104393420,Welti CCD,34.136377,-86.730364
AL,104590828,Daleville CCD,31.267466,-85.739358
AL,104590936,Echo CCD,31.490801,-85.461233
AL,104591215,Fort Rucker CCD,31.391473,-85.721454
AL,104592376,Newton-Midland City CCD,31.316176,-85.525755
AL,104592466,Ozark CCD,31.511957,-85.632805
AL,104790486,Carlowville CCD,32.128245,-87.049856
AL,104792457,Orrville CCD,32.325669,-87.21918
AL,104792808,Safford CCD,32.312073,-87.362481
AL,104792844,Sardis CCD,32.271645,-87.022536
AL,104792880,Selma CCD,32.492902,-87.002497
AL,104792883,Selmont-Tyler CCD,32.3291,-86.911108
AL,104990693,Collinsville CCD,34.232888,-85.901691
AL,104990792,Crossville CCD,34.257182,-86.025488
AL,104991206,Fort Payne CCD,34.409715,-85.737831
AL,104991269,Fyffe CCD,34.434084,-85.968723
AL,104991323,Geraldine CCD,34.351836,-86.001665
AL,104991611,Henagar CCD,34.623217,-85.720686
AL,104991692,Ider CCD,34.729342,-85.636709
AL,104992655,Rainsville-Sylvania CCD,34.514567,-85.819432
AL,104993276,Valley Head-Mentone CCD,34.615701,-85.581255
AL,105190855,Deatsville CCD,32.640711,-86.346148
AL,105190945,Eclectic CCD,32.670785,-85.995938
AL,105190972,Elmore CCD,32.505421,-86.353258
AL,105193087,Tallassee CCD,32.512019,-85.985882
AL,105193141,Titus CCD,32.694855,-86.222318
AL,105193456,Wetumpka CCD,32.541784,-86.169941
AL,105390153,Atmore CCD,31.053058,-87.460089
AL,105390378,Brewton CCD,31.15086,-87.129665
AL,105390927,East Escambia CCD,31.099257,-86.91059
AL,105391125,Flomaton CCD,31.108627,-87.279473
AL,105392034,McCullough-Huxford CCD,31.186053,-87.469446
AL,105590081,Altoona CCD,34.054488,-86.258455
AL,105591278,Gadsden CCD,33.977508,-86.05922
AL,105591638,Hokes Bluff CCD,34.018845,-85.825929
AL,105591980,Lookout Mountain CCD,34.134046,-85.919935
AL,105592268,Mountainboro CCD,34.145131,-86.12144
AL,105593213,Turkeytown CCD,34.07266,-85.899194
AL,105593465,Wills Valley CCD,34.147015,-86.014951
AL,105790279,Berry CCD,33.647654,-87.614354
AL,105791089,Fayette CCD,33.63804,-87.843653
AL,105792380,Northeast Fayette CCD,33.817134,-87.643826
AL,105793495,Winfield-Glen Allen CCD,33.852068,-87.832808
AL,105992547,Phil Campbell CCD,34.356077,-87.697229
AL,105992691,Red Bay CCD,34.490427,-88.056527
AL,105992799,Russellville CCD,34.489552,-87.750896
AL,105993312,Vina CCD,34.382318,-88.006591
AL,106190252,Bellwood-Coffee Springs CCD,31.144468,-85.888933
AL,106191305,Geneva CCD,31.050215,-85.909058
AL,106191530,Hartford CCD,31.06965,-85.736863
AL,106192835,Samson CCD,31.084782,-86.086175
AL,106192952,Slocomb CCD,31.106661,-85.573638
AL,106390342,Boligee CCD,32.761922,-88.025083
AL,106391026,Eutaw CCD,32.8913,-87.871108
AL,106391179,Forkland-Tishabee CCD,32.657707,-87.904151
AL,106392088,Mantua-West Greene CCD,32.958558,-88.051005
AL,106591413,Greensboro CCD,32.690768,-87.595561
AL,106591414,Greensboro Northeast CCD,32.778171,-87.529818
AL,106591415,Greensboro South CCD,32.637726,-87.664429
AL,106592259,Moundville CCD,32.933114,-87.55181
AL,106592345,Newbern CCD,32.543453,-87.636996
AL,106592853,Sawyerville CCD,32.735606,-87.741416
AL,106593015,Stewart-Akron CCD,32.861259,-87.698034
AL,106790009,Abbeville CCD,31.596562,-85.304308
AL,106791485,Haleburg CCD,31.404134,-85.145858
AL,106791584,Headland-Newville CCD,31.403636,-85.324019
AL,106792907,Shorterville CCD,31.612717,-85.136741
AL,106990702,Columbia CCD,31.24377,-85.154836
AL,106990747,Cottonwood CCD,31.070494,-85.300048
AL,106990900,Dothan CCD,31.218564,-85.376617
AL,106991368,Gordon CCD,31.060704,-85.120765
AL,106992070,Madrid CCD,31.074434,-85.426093
AL,107190387,Bridgeport CCD,34.965286,-85.777448
AL,107191971,Long Island CCD,34.851342,-85.700014
AL,107192475,Paint Rock CCD,34.678558,-86.257062
AL,107192610,Pisgah CCD,34.701199,-85.814574
AL,107192637,Princeton CCD,34.878783,-86.227937
AL,107192862,Scottsboro CCD,34.693108,-86.039637
AL,107192871,Section CCD,34.569822,-85.971641
AL,107193006,Stevenson CCD,34.886396,-85.929676
AL,107390324,Birmingham CCD,33.514768,-86.826421
AL,107390405,Brookside CCD,33.681936,-86.920398
AL,107390621,Clay CCD,33.704865,-86.583177
AL,107390722,Concord-Rock Creek CCD,33.454184,-87.062384
AL,107391296,Gardendale CCD,33.693313,-86.806683
AL,107391404,Graysville-Adamsville CCD,33.619589,-86.979539
AL,107391431,Greenwood CCD,33.300341,-86.976389
AL,107391656,Hoover CCD,33.394039,-86.861291
AL,107391791,Kimberly-Morris CCD,33.77453,-86.74654
AL,107391845,Leeds CCD,33.512433,-86.608663
AL,107392124,Maytown-Sylvan Springs CCD,33.545363,-87.080436
AL,107392385,North Johns CCD,33.38981,-87.181012
AL,107392484,Palmerdale CCD,33.740998,-86.650125
AL,107392745,Robbins Crossroads CCD,33.727028,-86.997049
AL,107393204,Trussville CCD,33.61123,-86.571671
AL,107393366,Warrior CCD,33.825379,-86.882126
AL,107393447,West Jefferson CCD,33.57966,-87.146026
AL,107592151,Millport CCD,33.605968,-88.100635
AL,107593033,Sulligent CCD,33.95627,-88.088597
AL,107593294,Vernon CCD,33.766138,-88.097927
AL,107790657,Cloverdale CCD,34.948095,-87.784804
AL,107791143,Florence CCD,34.889372,-87.650456
AL,107791782,Killen CCD,34.911912,-87.505196
AL,107791872,Lexington CCD,34.92304,-87.395845
AL,107792412,Oakland CCD,34.82524,-87.812121
AL,107792772,Rogersville CCD,34.883633,-87.290814
AL,107793384,Waterloo CCD,34.938938,-88.013928
AL,107991548,Hatton CCD,34.566625,-87.418451
AL,107991629,Hillsboro CCD,34.667755,-87.182797
AL,107992241,Morris Chapel CCD,34.548308,-87.185724
AL,107992250,Moulton CCD,34.430174,-87.294617
AL,107992286,Mount Hope CCD,34.403952,-87.456246
AL,107992979,Speake-Oakville CCD,34.382723,-87.152105
AL,107993159,Town Creek-Courtland CCD,34.694107,-87.34014
AL,108190162,Auburn-Opelika CCD,32.625435,-85.412513
AL,108190243,Beauregard-Marvyn CCD,32.508918,-85.349466
AL,108190288,Beulah CCD,32.678726,-85.236641
AL,108191944,Loachapoka-Roxana CCD,32.654552,-85.581526
AL,108192962,Smiths Station CCD,32.578129,-85.145553
AL,108390144,Athens CCD,34.821342,-86.974753
AL,108392232,Mooresville CCD,34.647449,-86.853447
AL,108392817,Salem CCD,34.921968,-87.140133
AL,108590270,Benton-Collirene CCD,32.220232,-86.779875
AL,108591197,Fort Deposit CCD,32.018098,-86.60091
AL,108591566,Hayneville CCD,32.185233,-86.488922
AL,108591998,Lowndesboro CCD,32.307599,-86.645968
AL,108592245,Mosses CCD,32.092298,-86.77769
AL,108791188,Fort Davis CCD,32.321634,-85.741216
AL,108791917,Little Texas-Society Hill CCD,32.43207,-85.521939
AL,108792403,Notasulga CCD,32.520903,-85.683732
AL,108792898,Shorter-Hardaway CCD,32.35753,-85.89482
AL,108793230,Tuskegee CCD,32.423207,-85.770065
AL,108793376,Warriorstand-Creek Stand CCD,32.292097,-85.567652
AL,108991467,Gurley CCD,34.677284,-86.432593
AL,108991575,Hazel Green CCD,34.938193,-86.552277
AL,108991674,Huntsville CCD,34.779169,-86.607582
AL,108992052,Madison CCD,34.715647,-86.749584
AL,108992061,Madison Crossroads CCD,34.936374,-86.705577
AL,108992349,New Hope CCD,34.559947,-86.439569
AL,108992358,New Market CCD,34.873166,-86.394903
AL,108992695,Redstone Arsenal CCD,34.632929,-86.655842
AL,108993176,Triana CCD,34.618695,-86.754148
AL,109190873,Demopolis CCD,32.417456,-87.892213
AL,109190882,Dixons Mill CCD,32.062081,-87.727732
AL,109191080,Faunsdale CCD,32.42097,-87.624965
AL,109191890,Linden CCD,32.280469,-87.812048
AL,109193051,Sweet Water CCD,32.084843,-87.945873
AL,109193123,Thomaston CCD,32.24778,-87.597839
AL,109390225,Bear Creek CCD,34.208108,-87.721786
AL,109390297,Bexar CCD,34.220341,-88.131214
AL,109390396,Brilliant CCD,34.058248,-87.722119
AL,109391449,Guin CCD,33.986702,-87.902127
AL,109391476,Hackleburg CCD,34.262541,-87.868782
AL,109391512,Hamilton CCD,34.139455,-87.980816
AL,109393492,Winfield CCD,33.957753,-87.751825
AL,109590054,Albertville-Boaz CCD,34.249085,-86.199533
AL,109590108,Arab CCD,34.341493,-86.489668
AL,109590918,Douglas CCD,34.180731,-86.320852
AL,109591395,Grant CCD,34.479396,-86.289055
AL,109591458,Guntersville CCD,34.309564,-86.321668
AL,109593150,Town Creek CCD,34.415163,-86.160396
AL,109593240,Union Grove CCD,34.417801,-86.463898
AL,109790216,Bayou La Batre CCD,30.319081,-88.209662
AL,109790594,Citronelle CCD,31.027126,-88.262107
AL,109791386,Grand Bay CCD,30.479144,-88.31554
AL,109792187,Mobile CCD,30.791109,-88.101275
AL,109792304,Mount Vernon CCD,31.070701,-88.06544
AL,109792889,Semmes CCD,30.840387,-88.336439
AL,109793105,Tanner Williams CCD,30.687341,-88.316876
AL,109793114,Theodore CCD,30.522431,-88.109718
AL,109990234,Beatrice CCD,31.75545,-87.102842
AL,109991233,Frisco City CCD,31.395764,-87.422693
AL,109992196,Monroeville CCD,31.519207,-87.411806
AL,109992520,Peterman CCD,31.620976,-87.264321
AL,109993267,Uriah CCD,31.325005,-87.599127
AL,109993339,Vredenburgh CCD,31.676299,-87.440954
AL,110191665,Hope Hull CCD,32.198998,-86.344383
AL,110192214,Montgomery CCD,32.378647,-86.297411
AL,110192295,Mount Meigs CCD,32.362412,-86.054282
AL,110192565,Pike Road CCD,32.241337,-86.115294
AL,110192592,Pine Level CCD,32.063735,-86.072211
AL,110192673,Ramer CCD,32.053501,-86.247047
AL,110390837,Danville CCD,34.407377,-87.057752
AL,110390864,Decatur CCD,34.574458,-87.033159
AL,110391035,Eva CCD,34.355842,-86.700755
AL,110391071,Falkville CCD,34.370081,-86.903591
AL,110391539,Hartselle CCD,34.466031,-86.928191
AL,110391809,Laceys Spring CCD,34.496864,-86.63634
AL,110392970,Somerville CCD,34.5022,-86.800157
AL,110591503,Hamburg CCD,32.547748,-87.303574
AL,110591602,Heiberger CCD,32.771714,-87.348215
AL,110592115,Marion CCD,32.657692,-87.376122
AL,110592997,Sprott CCD,32.684997,-87.123587
AL,110593258,Uniontown CCD,32.459926,-87.461062
AL,110790072,Aliceville CCD,33.143676,-88.111187
AL,110790495,Carrollton CCD,33.277932,-88.16795
AL,110791008,Ethelsville CCD,33.457852,-88.208774
AL,110791359,Gordo CCD,33.397364,-87.892922
AL,110792700,Reform CCD,33.421691,-88.018206
AL,110990198,Banks-Josie CCD,31.84579,-85.79287
AL,110990432,Brundidge CCD,31.688319,-85.811058
AL,110991377,Goshen-Shady Grove CCD,31.864642,-86.103939
AL,110991620,Henderson-Spring Hill CCD,31.689265,-86.037842
AL,110992340,Needmore CCD,31.958784,-85.952204
AL,110993195,Troy CCD,31.79022,-85.950292
AL,111191161,Folsom CCD,33.426451,-85.522683
AL,111192736,Roanoke CCD,33.191497,-85.330739
AL,111193348,Wadley CCD,33.159468,-85.567723
AL,111193411,Wedowee CCD,33.279927,-85.508691
AL,111193501,Woodland CCD,33.367457,-85.337945
AL,111390738,Cottonton-Seale CCD,32.22919,-85.149302
AL,111390783,Crawford CCD,32.434064,-85.217753
AL,111391683,Hurtsboro CCD,32.268801,-85.349172
AL,111392538,Phenix City CCD,32.385152,-85.022107
AL,111590135,Ashville CCD,33.878358,-86.241384
AL,111592223,Moody CCD,33.593157,-86.445323
AL,111592511,Pell City CCD,33.562976,-86.286156
AL,111592646,Ragland CCD,33.748491,-86.202535
AL,111592988,Springville CCD,33.747087,-86.439806
AL,111790036,Alabaster-Helena CCD,33.273275,-86.806457
AL,111790450,Calera CCD,33.109524,-86.720821
AL,111790558,Chelsea CCD,33.420576,-86.563097
AL,111790711,Columbiana CCD,33.170708,-86.589627
AL,111792205,Montevallo CCD,33.14517,-86.904992
AL,111793321,Vincent CCD,33.357319,-86.444668
AL,111793474,Wilsonville CCD,33.25212,-86.518221
AL,111990261,Belmont CCD,32.491039,-87.972395
AL,111990801,Cuba CCD,32.380043,-88.33967
AL,111991287,Gainesville CCD,32.783698,-88.22174
AL,111991935,Livingston CCD,32.627407,-88.200628
AL,111992493,Panola-Geiger CCD,32.917899,-88.271129
AL,111993510,York CCD,32.432254,-88.183591
AL,112190576,Childersburg CCD,33.260117,-86.340367
AL,112191879,Lincoln CCD,33.61396,-86.107353
AL,112192322,Munford CCD,33.538872,-85.916818
AL,112192709,Renfroe-Laniers CCD,33.380549,-86.281962
AL,112193060,Sycamore-Winterboro CCD,33.302201,-86.180153
AL,112193069,Sylacauga CCD,33.16722,-86.322458
AL,112193078,Talladega CCD,33.443442,-86.086793
AL,112390063,Alexander City CCD,32.933888,-85.947092
AL,112390468,Camp Hill CCD,32.773806,-85.648418
AL,112390819,Dadeville CCD,32.845475,-85.764499
AL,112392367,New Site CCD,33.026619,-85.731304
AL,112393096,Tallassee CCD,32.623934,-85.809406
AL,112590018,Abernant CCD,33.270552,-87.166571
AL,112590306,Big Sandy-Duncanville CCD,33.056624,-87.477616
AL,112590423,Brookwood CCD,33.324158,-87.331359
AL,112590666,Coaling-Vance CCD,33.172421,-87.312652
AL,112590684,Coker CCD,33.206548,-87.731952
AL,112590981,Elrod-Moores Bridge-Echola CCD,33.364931,-87.823043
AL,112591224,Fosters CCD,33.076605,-87.733004
AL,112592389,Northport CCD,33.289068,-87.647234
AL,112592826,Samantha CCD,33.475203,-87.677137
AL,112593222,Tuscaloosa CCD,33.200644,-87.544983
AL,112593483,Windham Springs CCD,33.454634,-87.471247
AL,112790477,Carbon Hill CCD,33.929201,-87.574153
AL,112790729,Cordova CCD,33.734737,-87.185711
AL,112790891,Dora CCD,33.752066,-87.087971
AL,112790990,Empire CCD,33.848172,-87.036585
AL,112791755,Jasper CCD,33.837311,-87.259881
AL,112792079,Manchester CCD,33.936688,-87.305301
AL,112792331,Nauvoo CCD,33.944599,-87.464688
AL,112792421,Oakman CCD,33.666598,-87.361509
AL,112792502,Parrish CCD,33.710734,-87.267745
AL,112792642,Quinton-Wegra CCD,33.645595,-87.139296
AL,112792943,Sipsey CCD,33.906272,-87.1509
AL,112793168,Townley CCD,33.842107,-87.432688
AL,112990549,Chatom CCD,31.534484,-88.219351
AL,112991242,Fruitdale CCD,31.270928,-88.307365
AL,112992043,McIntosh CCD,31.229163,-88.072434
AL,112992160,Millry CCD,31.625663,-88.341566
AL,112993357,Wagarville CCD,31.417443,-88.050426
AL,113190045,Alberta CCD,32.151807,-87.404639
AL,113190459,Camden CCD,32.012374,-87.292107
AL,113190756,Coy-Fatama CCD,31.896442,-87.338884
AL,113192574,Pine Apple CCD,31.953771,-87.00552
AL,113192583,Pine Hill CCD,31.974963,-87.559795
AL,113390027,Addison CCD,34.169775,-87.207168
AL,113390909,Double Springs CCD,34.126813,-87.383078
AL,113391494,Haleyville CCD,34.212104,-87.541761
AL,113392025,Lynn CCD,34.062949,-87.544122
AK,201301598,Aleutians East census subarea,55.245044,-161.997477
AK,201601615,Aleutians West census subarea,51.959447,178.338813
AK,202003050,Anchorage census subarea,61.17425,-149.284329
AK,205003580,Aniak census subarea,61.468804,-156.692206
AK,205045510,Lower Kuskokwim census subarea,60.410269,-162.669682
AK,206009050,Bristol Bay census subarea,58.741661,-156.966805
AK,206314420,Chugach census subarea,60.488474,-146.203092
AK,206617350,Copper River census subarea,62.034479,-143.922167
AK,206818765,Denali census subarea,63.682039,-150.027016
AK,207019000,Dillingham census subarea,59.543326,-158.267123
AK,209024450,Fairbanks North Star census subarea,64.676044,-146.548159
AK,210031160,Haines census subarea,59.098404,-135.575791
AK,210533390,Hoonah-Angoon census subarea,58.403336,-135.884909
AK,210540560,Klukwan census subarea,59.398295,-135.88823
AK,211036450,Juneau census subarea,58.37291,-134.178445
AK,212268610,Seward-Hope census subarea,60.089529,-149.573522
AK,213039010,Ketchikan census subarea,55.449938,-131.106685
AK,215041200,Kodiak Island census subarea,57.7044,-153.918372
AK,215842185,Kusilvak census subarea,62.283588,-163.190171
AK,216442780,Lake and Peninsula census subarea,58.108507,-156.413413
AK,217047440,Matanuska-Susitna census subarea,62.265626,-149.503993
AK,218054970,Nome census subarea,64.783686,-164.188912
AK,218555970,North Slope census subarea,69.449343,-153.47283
AK,218856270,Northwest Arctic census subarea,67.005066,-160.021086
AK,219560360,Petersburg census subarea,57.112458,-133.008598
AK,219834575,Hyder census subarea,55.956299,-130.183135
AK,219848873,Metlakatla Indian Community census subarea,55.138352,-131.470425
AK,219864310,Prince of Wales census subarea,55.682773,-133.162389
AK,222070590,Sitka census subarea,57.193204,-135.367396
AK,223070810,Skagway census subarea,59.560379,-135.338279
AK,224072030,Southeast Fairbanks census subarea,63.864997,-143.218628
AK,226100000, Manual Entry, 61.871252960535834, -143.79881847894887
AK,227000000,Manual Entry, 62.05461080115537, -162.88383197828279
AK,227586420,Wrangell census subarea,56.180779,-132.026788
AK,228286498,Yakutat census subarea,60.017453,-140.416942
AK,229042080,Koyukuk-Middle Yukon census subarea,65.882327,-153.221542
AK,229046060,McGrath-Holy Cross census subarea,62.860095,-157.058167
AK,229086690,Yukon Flats census subarea,67.074018,-144.751201
AZ,400190612,Chinle CCD,36.238052,-109.54461
AZ,400190918,Dennehotso CCD,36.752621,-109.847229
AZ,400191071,Eagar-Springerville CCD,34.018466,-109.382622
AZ,400191275,Fort Apache CCD,33.832272,-109.733448
AZ,400191326,Fort Defiance CCD,35.611706,-109.474585
AZ,400192805,Puerco CCD,34.960598,-109.47704
AZ,400192958,St. Johns CCD,34.455877,-109.399306
AZ,400193315,Sweetwater CCD,36.755256,-109.368058
AZ,400390255,Benson CCD,32.088309,-110.248152
AZ,400390306,Bisbee CCD,31.45804,-110.078337
AZ,400390408,Bowie CCD,32.169905,-109.399996
AZ,400390969,Douglas CCD,31.444676,-109.418301
AZ,400391122,Elfrida CCD,31.661331,-109.390659
AZ,400393182,Sierra Vista CCD,31.719892,-110.16494
AZ,400393825,Willcox CCD,32.198098,-109.887753
AZ,400591198,Flagstaff CCD,35.106611,-111.36625
AZ,400591530,Havasupai CCD,36.16099,-112.613442
AZ,400591581,Hopi CCD,35.93349,-110.868332
AZ,400591683,Hualapai CCD,35.927167,-113.117041
AZ,400591838,Kaibab Plateau CCD,36.59911,-112.136803
AZ,400593519,Tuba City CCD,36.206032,-111.260404
AZ,400593876,Williams CCD,35.635052,-112.47474
AZ,400791277,Fort Apache CCD,33.884766,-110.339445
AZ,400791495,Globe-Miami CCD,33.559004,-110.769126
AZ,400792570,Payson CCD,34.257828,-111.34926
AZ,400793109,San Carlos CCD,33.488542,-110.42351
AZ,400793470,Tonto Basin CCD,33.939978,-111.053238
AZ,400793927,Winkelman CCD,33.146131,-110.803026
AZ,400990357,Bonita-Klondyke CCD,32.658013,-110.110745
AZ,400992652,Pima CCD,32.978573,-109.989395
AZ,400992907,Safford CCD,32.717171,-109.536883
AZ,400993111,San Carlos CCD,33.301443,-109.989087
AZ,401190663,Clifton CCD,33.347072,-109.2843
AZ,401191020,Duncan CCD,32.753782,-109.141655
AZ,401292480,Parker CCD,33.72761,-114.038806
AZ,401390459,Buckeye CCD,33.361177,-112.960485
AZ,401390561,Chandler CCD,33.274045,-111.74656
AZ,401390867,Deer Valley CCD,33.823718,-112.105289
AZ,401391377,Gila Bend CCD,32.848472,-112.698826
AZ,401392601,Phoenix CCD,33.521133,-112.02844
AZ,401393009,St. Johns CCD,33.263248,-112.116361
AZ,401393060,Salt River CCD,33.557946,-111.739911
AZ,401393472,Tonto National Forest CCD,33.712879,-111.574308
AZ,401393774,Wickenburg CCD,33.804919,-112.834818
AZ,401590470,Bullhead City CCD,34.936645,-114.352292
AZ,401591885,Kingman CCD,35.543684,-114.026024
AZ,401591964,Lake Havasu City CCD,34.768622,-113.87498
AZ,401592340,North Mohave CCD,36.516963,-113.38378
AZ,401791279,Fort Apache CCD,34.128852,-110.251666
AZ,401791632,Hopi CCD,35.884717,-110.43424
AZ,401791785,Indian Wells CCD,35.373331,-110.263993
AZ,401791860,Kayenta CCD,36.712955,-110.389426
AZ,401792703,Piñon CCD,36.200588,-110.213936
AZ,401793213,Snowflake CCD,34.436722,-110.246168
AZ,401793952,Winslow-Holbrook CCD,34.915215,-110.32417
AZ,401990051,Ajo CCD,32.216719,-112.97763
AZ,401990153,Arivaca CCD,31.792108,-111.32823
AZ,401992040,Marana CCD,32.323394,-111.392879
AZ,401993375,Tohono O'odham Nation CCD,32.083381,-112.066956
AZ,401993570,Tucson CCD,32.151735,-110.764903
AZ,402190510,Casa Grande CCD,32.89762,-111.79599
AZ,402190816,Coolidge CCD,32.929597,-111.555509
AZ,402191173,Eloy CCD,32.641683,-111.581498
AZ,402191224,Florence CCD,32.791715,-111.213355
AZ,402191428,Gila River CCD,33.114068,-111.862454
AZ,402192091,Maricopa-Stanfield CCD,32.912019,-112.07491
AZ,402192346,North Pinal CCD,33.259868,-111.234392
AZ,402193162,San Manuel CCD,32.830553,-110.713345
AZ,402193377,Tohono O'odham Nation CCD,32.634221,-111.971609
AZ,402392295,Nogales CCD,31.495602,-111.017133
AZ,402392550,Patagonia CCD,31.566462,-110.641028
AZ,402590204,Ash Fork CCD,35.147563,-112.9773
AZ,402590484,Camp Verde-Sedona CCD,34.691691,-111.776899
AZ,402590765,Congress CCD,34.17645,-112.706797
AZ,402590840,Cordes Lakes-Mayer CCD,34.276913,-111.853209
AZ,402592193,Mingus Mountain CCD,34.74239,-112.172945
